artistName,kind,primaryGenreName,trackName
USHER,song,R&B/Soul,On the Side
Meek Mill,song,Hip-Hop/Rap,Classic (feat. Swizz Beatz)
Martina McBride,song,Christmas: Country,O Holy Night
One Direction,song,Pop,Same Mistakes
Brad Paisley,song,Country,Waitin' On a Woman
Sia,song,Pop,Move Your Body
Britney Spears,song,Pop,...Baby One More Time
Calvin Harris,song,Dance,My Way
Joe Diffie,song,Country,Pickup Man
Beyoncé,song,Pop,Get Me Bodied
Laura Story,song,Christian,Mighty to Save
Dave Matthews Band,song,Rock,Satellite
USHER,song,R&B/Soul,BIG
Tommy Tutone,song,Pop,867-5309 / Jenny
William McDowell,song,Christian,I Give Myself Away
The Beach Boys,song,Rock,Kokomo
Ed Sheeran,song,Pop,Tenerife Sea
The Notorious B.I.G.,song,Hip-Hop/Rap,"Running Your Mouth (feat. Snoop Dogg, Nate Dogg, Fabolous & Busta Rhymes) [2007 Remaster]"
Flo Rida & 99 Percent,song,Hip-Hop/Rap,Cake
Glee Cast,song,Pop,Rose's Turn (Glee Cast Version)
The Beach Boys,song,Rock,Rock and Roll Music
Hot Chelle Rae,song,Pop,Honestly
Paolo Nutini,song,Soundtrack,Rewind
Glee Cast,song,Pop,"River Deep, Mountain High (Glee Cast Version)"
Post Malone,song,Hip-Hop/Rap,Over Now
Melanie Martinez,song,Alternative,Mrs. Potato Head
Train,song,Pop,Parachute
Olly Murs,song,Pop,Heart Skips a Beat (feat. Chiddy Bang)
Alphaville,song,Pop,Forever Young
Alan Jackson,song,Country,Little Bitty
The Doors,song,Rock,Riders On the Storm
Wiz Khalifa,song,Hip-Hop/Rap,Paperbond
Paramore,song,Alternative,Hate To See Your Heart Break
USHER,song,R&B/Soul,Margiela
My Chemical Romance,song,Alternative,Na Na Na (Na Na Na Na Na Na Na Na Na)
Band of Horses,song,Alternative,"Cigarettes, Wedding Bands"
Pretenders,song,Rock,Brass In Pocket
Paramore,song,Alternative,Last Hope
USHER,song,R&B/Soul,Room In a Room
Story of the Year,song,Pop,Until the Day I Die
Wiz Khalifa,song,Hip-Hop/Rap,The Plan (feat. Juicy J)
Ed Sheeran,song,Singer/Songwriter,Lego House
a-ha,song,Pop,Take On Me
Jason Aldean,song,Country,Got What I Got
Duran Duran,song,Rock,Hungry Like the Wolf
Meek Mill,song,Hip-Hop/Rap,The Trillest
Korn,song,Hard Rock,Freak On a Leash
The Georgia Satellites,song,Rock,Keep Your Hands to Yourself
Luke Bryan,song,Country,One Margarita
The Goo Goo Dolls,song,Rock,Here Is Gone
Yo Gotti,song,Hip-Hop/Rap,I Know (feat. Rich Homie Quan)
Korn,song,Hard Rock,Narcissistic Cannibal (feat. Skrillex & Kill the Noise)
Maren Morris,song,Country,Rich
Taylor Swift,song,Alternative,betty
Plumb,song,Christian,Need You Now (How Many Times)
Chicago,song,Rock,If She Would Have Been Faithful...
Pentatonix,song,Christmas: Pop,The Christmas Sing-Along
Sia,song,Pop,Reaper
Fleetwood Mac,song,Rock,Don't Stop
Bazzi,song,Pop,Mine
One Direction,song,Pop,Taken
Gucci Mane,song,Hip-Hop/Rap,Both (feat. Drake)
Deana Carter,song,Country,Strawberry Wine
Harry Styles,song,Pop,Only Angel
P!nk,song,Pop,Revenge (feat. Eminem)
Miranda Lambert,song,Country,Old Sh!t
Stone Temple Pilots,song,Rock,Trippin' On a Hole in a Paper Heart
Carrie Underwood,song,Country,Choctaw County Affair
Grey's Anatomy Cast,song,Soundtrack,Breathe
Paramore,song,Alternative,Grow Up
Alan Jackson,song,Country,Livin' On Love
Sia,song,Pop,Hostage
Pearl Jam,song,Alternative,Wishlist
Meek Mill,song,Hip-Hop/Rap,Cold Hearted (feat. Diddy)
Pentatonix,song,Christmas: Pop,Good To Be Bad
Chris Brown,song,R&B/Soul,Dreamer
Britney Spears,song,Pop,Lucky
Bow Wow,song,Hip-Hop/Rap,You Can Get It All
Morgan Wallen,song,Country,Cover Me Up
Travis Porter,song,Pop,Make It Rain
"Crosby, Stills & Nash",song,Rock,Wooden Ships
Willie Nelson,song,Country,Always on My Mind
Harry Styles,song,Pop,Woman
Fleetwood Mac,song,Rock,You Make Loving Fun
Meek Mill,song,Hip-Hop/Rap,Ambitionz
21 Savage & Metro Boomin,song,Rap,X (feat. Future)
"Christine Baranski, Cleve Asbury, Shaun Amyot, Rick Negron & Taye Diggs",song,Soundtrack,We Both Reached for the Gun
Wiz Khalifa,song,Hip-Hop/Rap,Black and Yellow
Kirk Franklin,song,Christian,Give Me
Bruno Mars,song,Pop,Our First Time
Ray LaMontagne,song,Rock,Shelter
Band of Horses,song,Alternative,Ode to LRC
Modest Mouse,song,Alternative,Fire It Up
Brad Paisley,song,Country,Little Moments
Bethel Music & Jenn Johnson,song,Christian,Goodness of God
Post Malone,song,Hip-Hop/Rap,Paranoid
Sturgill Simpson,song,Country,The Promise
Led Zeppelin,song,Rock,Black Dog
The Script,song,Pop,I'm Yours
Waylon Jennings & Willie Nelson,song,Traditional Country,Good Hearted Woman
Avenged Sevenfold,song,Hard Rock,Carry On (Call of Duty: Black Ops II Version)
DeJ Loaf,song,Hip-Hop/Rap,Back Up (feat. Big Sean)
The Ting Tings,song,Pop,Great DJ
Shaggy,song,Pop,"I Need Your Love (feat. Mohombi, Faydee & Costi)"
"Chester See, Kevjumba & Ryan Higa",song,Comedy,Nice Guys
Flogging Molly,song,Soundtrack,If I Ever Leave This World Alive
The Academy Is...,song,Alternative,About a Girl
Post Malone,song,Hip-Hop/Rap,Rich & Sad
Alabama,song,Country,If You're Gonna Play In Texas (You Gotta Have a Fiddle In the Band)
Staind,song,Hard Rock,Right Here (Album Version)
Pearl Jam,song,Alternative,Corduroy
The Notorious B.I.G.,song,Hip-Hop/Rap,Warning (2005 Remaster)
Harry Styles,song,Pop,Ever Since New York
"T.I. featuring Young Jeezy, Young Dro, Big Kuntry & B.G.",song,Hip-Hop/Rap,Top Back (Remix)
Glee Cast,song,Pop,Home (Glee Cast Version) [feat. Kristin Chenoweth]
Lady Gaga,song,Pop,Hold My Hand
Vampire Weekend,song,Alternative,Finger Back
Vampire Weekend,song,Alternative,Run
Ben Platt & Original Broadway Cast of Dear Evan Hansen,song,Soundtrack,Waving Through a Window
Duncan Sheik,song,Pop,Barely Breathing
Katy Tiz,song,Pop,Whistle (While You Work It)
Incubus,song,Rock,Wish You Were Here
Sia,song,Pop,Fair Game
Diamond Rio,song,Country,Meet In the Middle
Victorious Cast & Victoria Justice,song,Pop,I Want You Back
The Bangles,song,Pop,Eternal Flame
alt-J,song,Alternative,Hunger of the Pine
The Neighbourhood,song,Alternative,Female Robbery
Depeche Mode,song,Pop,Personal Jesus
Three Days Grace,song,Hard Rock,Just Like You
The Psychedelic Furs,song,Alternative,Love My Way
Billie Eilish,song,Alternative,8
Fleetwood Mac,song,Rock,Landslide
Mudvayne,song,Hard Rock,Do What You Do
Olivia Rodrigo,song,Pop,drivers license
Staind,song,Hard Rock,For You
Jack White,song,Alternative,Lazaretto
Grandmaster Flash & The Furious Five,song,R&B/Soul,The Message
The Wreckers,song,Country,Leave the Pieces
Trans-Siberian Orchestra,song,Holiday,O Come All Ye Faithful / O Holy Night (Instrumental)
Harry Styles,song,Pop,Meet Me in the Hallway
Vampire Weekend,song,Alternative,Don't Lie
G-Eazy,song,Hip-Hop/Rap,Shoot Me Down (feat. Anthony Stewart)
Victorious Cast & Victoria Justice,song,Pop,I Want You Back
The Bangles,song,Pop,Eternal Flame
alt-J,song,Alternative,Hunger of the Pine
The Neighbourhood,song,Alternative,Female Robbery
Depeche Mode,song,Pop,Personal Jesus
Three Days Grace,song,Hard Rock,Just Like You
The Psychedelic Furs,song,Alternative,Love My Way
Billie Eilish,song,Alternative,8
Fleetwood Mac,song,Rock,Landslide
Mudvayne,song,Hard Rock,Do What You Do
Olivia Rodrigo,song,Pop,drivers license
Staind,song,Hard Rock,For You
Jack White,song,Alternative,Lazaretto
Grandmaster Flash & The Furious Five,song,R&B/Soul,The Message
The Wreckers,song,Country,Leave the Pieces
Trans-Siberian Orchestra,song,Holiday,O Come All Ye Faithful / O Holy Night (Instrumental)
Harry Styles,song,Pop,Meet Me in the Hallway
Vampire Weekend,song,Alternative,Don't Lie
G-Eazy,song,Hip-Hop/Rap,Shoot Me Down (feat. Anthony Stewart)
Elvis Presley,song,Rock,Viva Las Vegas
Jason Derulo,song,Pop,The Other Side
Pentatonix,song,Christmas: Pop,I'll Be Home For Christmas
Pentatonix,song,Christmas: Pop,"Merry Christmas, Happy Holidays"
Waylon Jennings,song,Country,Are You Sure Hank Done It This Way
Gabby Barrett,song,Country,The Good Ones
Fireflight,song,Christian,Unbreakable
Bill Withers,song,R&B/Soul,Lovely Day
LINKIN PARK,song,Hard Rock,Points of Authority
Tracy Chapman,song,Singer/Songwriter,Mountains O' Things
Band of Horses,song,Alternative,Islands On the Coast
Matthew Wilder,song,Pop,Break My Stride
Chicago,song,Rock,"Dialogue, Pts. 1 & 2"
Harry Styles,song,Pop,From the Dining Table
Ariana Grande,song,Pop,7 rings
Romeo Santos,song,Música tropical,Propuesta Indecente
Electric Light Orchestra,song,Rock,Evil Woman
Kenny Chesney,song,Country,Flora-Bama
System Of A Down,song,Hard Rock,Lonely Day
Kenny Loggins,song,Soundtrack,I'm Free (Heaven Helps the Man)
Kenny Chesney,song,Country,Never Wanted Nothing More
Flo Rida,song,Hip-Hop/Rap,Roll (feat. Sean Kingston)
HAIM,song,Alternative,Forever
Luke Bryan,song,Country,Rain Is a Good Thing
Tim McGraw,song,Country,She's My Kind of Rain
The Goo Goo Dolls,song,Soundtrack,Before It's Too Late (Sam and Mikaela's Theme)
Blake Shelton,song,Country,Austin
Jackie Wilson,song,R&B/Soul,(Your Love Keeps Lifting Me) Higher & Higher
Van Halen,song,Hard Rock,Jump
Foo Fighters,song,Alternative,Learn to Fly
Skylar Grey,song,Pop,Wreak Havoc
Marshmello,song,Dance,Alone
Elvis Presley & JXL,song,Rock,A Little Less Conversation
XXXTENTACION,song,Pop,changes
Kelly Clarkson,song,Holiday,Have Yourself a Merry Little Christmas
Jelly Roll,song,Rock,Son Of A Sinner
Bread,song,Soft Rock,Guitar Man
Juicy J,song,Rap,Bandz A Make Her Dance (feat. Lil Wayne & 2 Chainz)
Tracy Chapman,song,Singer/Songwriter,If Not Now...
Chase Rice,song,Country,Carolina Can
Wiz Khalifa,song,Hip-Hop/Rap,Hopes & Dreams
Fleet Foxes,song,Alternative,Blue Ridge Mountains
Michael Jackson,song,Pop,Workin' Day and Night
LeAnn Rimes,song,Country,Amazing Grace
Avenged Sevenfold,song,Hard Rock,Lost
Regina Spektor,song,Alternative,Music Box (Bonus Version)
The Lacs,song,Country,Kickin Up Mud
Jason Aldean,song,Country,Rearview Town
Ying Yang Twins & Lil Jon & The East Side Boyz,song,Hip-Hop/Rap,Salt Shaker
The National,song,Alternative,Fake Empire
Carole King,song,Singer/Songwriter,It's Too Late
Wiz Khalifa,song,Hip-Hop/Rap,Get Your S**t
One Direction,song,Pop,"C'mon, C'mon"
Post Malone,song,Hip-Hop/Rap,92 Explorer
John Michael Montgomery,song,Country,I Love the Way You Love Me
SpongeBob SquarePants,song,Children's Music,Campfire Song Song
Color Me Badd,song,R&B/Soul,I Wanna Sex You Up (Single Mix)
Tracy Chapman,song,Singer/Songwriter,For You
Jimmy Cliff,song,Reggae,I Can See Clearly Now
Chicago,song,Rock,We Can Last Forever
Exile,song,Country,Kiss You All Over
Miranda Lambert,song,Country,Hard Staying Sober
Yung Berg featuring Junior,song,Hip-Hop/Rap,Sexy Lady
Taylor Swift,song,Alternative,invisible string
Old Dominion,song,Country,No Such Thing as a Broken Heart
Travie McCoy,song,Pop,Rough Water (feat. Jason Mraz)
Korn,song,Hard Rock,Get Up! (feat. Skrillex)
Taylor Swift,song,Alternative,my tears ricochet
Stevie Nicks,song,Rock,Edge of Seventeen
Chase Rice,song,Country,What's Your Name
Sean Paul,song,Pop,She Doesn't Mind
Hurricane Chris,song,Hip-Hop/Rap,Halle Berry (She's Fine) [feat. Superstarr]
Chicago,song,Rock,Happy Man
Alice Cooper,song,Hard Rock,Poison
Eric Church,song,Country,Smoke a Little Smoke
Halestorm,song,Hard Rock,Freak Like Me
Mariah Carey,song,Christmas: Pop,Christmas (Baby Please Come Home)
Kenny Chesney,song,Country,Get Along
Melanie Martinez,song,Alternative,"Tag, You're It"
Billie Eilish,song,Alternative,goodbye
Renée Zellweger,song,Soundtrack,Roxie
Rachel Platten,song,Pop,Better Place
Jennifer Hudson,song,R&B/Soul,Spotlight
LINKIN PARK,song,Hard Rock,LIES GREED MISERY
Kesha,song,Pop,Woman (feat. The Dap-Kings Horns)
Tracy Chapman,song,Singer/Songwriter,Across the Lines
Glass Animals,song,Alternative,Heat Waves
XXXTENTACION,song,Pop,Moonlight
LANCO,song,Country,Greatest Love Story
Vampire Weekend,song,Alternative,Young Lion
G-Eazy,song,Hip-Hop/Rap,These Things Happen
Miranda Cosgrove,song,Soundtrack,Stay My Baby
Band of Horses,song,Alternative,Window Blues
Bruce Springsteen,song,Rock,Cover Me
Taylor Swift,song,Alternative,the last great american dynasty
Taylor Swift,song,Alternative,illicit affairs
Vampire Weekend,song,Alternative,Hudson
Queen,song,Rock,Bohemian Rhapsody
Loggins & Messina,song,Soft Rock,Danny's Song
Regina Spektor,song,Pop,Us
Cardi B,song,Hip-Hop/Rap,Drip (feat. Migos)
Miranda Lambert,song,Country,All That's Left (feat. The Time Jumpers)
The Academy Is,song,Alternative,Slow Down (Album Version)
P!nk,song,Pop,I Am Here
Future,song,Hip-Hop/Rap,Fly Shit Only
Josh Groban,song,Pop,You Raise Me Up
Calvin Harris,song,Dance,Pray to God (feat. HAIM)
Explosions In the Sky,song,Rock,Your Hand In Mine
Savage Garden,song,Pop,I Want You
Sia,song,Pop,Dressed In Black
Sia,song,Pop,Eye of the Needle
Tim McGraw,song,Country,Last Dollar (Fly Away)
Sia,song,Pop,Cellophane
One Direction,song,Pop,Last First Kiss
Sia,song,Pop,Straight for the Knife
The Hollies,song,Rock,The Air That I Breathe
Sia,song,Pop,Burn the Pages
Sia,song,Pop,Free the Animal
"Crosby, Stills & Nash",song,Rock,Marrakesh Express
Daryl Hall & John Oates,song,Pop,You Make My Dreams
Bette Midler,song,Vocal,The Rose
Steven Tyler,song,Pop,(It) Feels So Good
Britney Spears,song,Pop,Mannequin
Anita Baker,song,R&B/Soul,Sweet Love
The Weather Girls,song,Rock,It's Raining Men
Miranda Lambert,song,Country,Babies Makin' Babies
Stone Temple Pilots,song,Pop,Sour Girl
Olivia Rodrigo,song,Pop,traitor
Pistol Annies,song,Country,I Feel a Sin Comin' On
SZA,song,R&B/Soul,The Weekend
Post Malone,song,Hip-Hop/Rap,Spoil My Night (feat. Swae Lee)
Miranda Lambert,song,Country,Two Rings Shy
Chase Rice,song,Country,Look at My Truck
Sturgill Simpson,song,Country,Living the Dream
Foster the People,song,Alternative,Coming of Age
Chase Rice,song,Country,Jack Daniels and Jesus
The Jimi Hendrix Experience,song,Rock,Castles Made of Sand
Tracy Chapman,song,Singer/Songwriter,She's Got Her Ticket
Lee Brice,song,Country,That's When You Know It's Over
LINKIN PARK,song,Hard Rock,Runaway
My Chemical Romance & The Used,song,Alternative,Under Pressure
Tim McGraw,song,Country,Where the Green Grass Grows
311,song,Rock,All Mixed Up
Carrie Underwood,song,Country,Chaser
Glee Cast,song,Pop,Any Way You Want It / Lovin' Touchin' Squeezin' (Glee Cast Version)
Alabama,song,Country,Roll On (Eighteen Wheeler)
Glee Cast,song,Pop,Bohemian Rhapsody (Glee Cast Version) [feat. Jonathan Groff]
Meek Mill,song,Hip-Hop/Rap,Been That (feat. Rick Ross)
Keys N Krates,song,Dance,Dum Dee Dum
Glee Cast,song,Pop,Seasons of Love (Glee Cast Version)
Pearl Jam,song,Alternative,State of Love and Trust
Fifth Harmony,song,Pop,That's My Girl
Diamond Rio,song,Country,Beautiful Mess
ABBA,song,Pop,Dancing Queen
Beyoncé,song,Pop,Flawless Remix (feat. Nicki Minaj)
John Legend,song,R&B/Soul,All of Me
Band of Horses,song,Alternative,The Great Salt Lake
Santana,song,Rock,Samba Pa' Ti
Jason Mraz,song,Pop,Love Someone
Muse,song,Soundtrack,Neutron Star Collision (Love Is Forever)
Madonna,song,Pop,La Isla Bonita
Meek Mill,song,Hip-Hop/Rap,Burn (feat. Big Sean) [Bonus Track]
Justin Bieber,song,Pop,Intentions (feat. Quavo)
Tracy Chapman,song,Singer/Songwriter,Behind the Wall
Melanie Martinez,song,Alternative,Carousel
Five for Fighting,song,Rock,Superman (It's Not Easy)
The Chicks,song,Country,Cowboy Take Me Away
LINKIN PARK,song,Hard Rock,A Place for My Head
Gloriana,song,Country,Can't Shake You
Sugar Ray,song,Rock,When It's Over
The Spinners,song,R&B/Soul,I'll Be Around
Sean Paul,song,Pop,Got 2 Luv U (feat. Alexis Jordan)
Future,song,Hip-Hop/Rap,Freak Hoe
Debbie Deb,song,Dance,When I Hear Music
Paramore,song,Alternative,(One of Those) Crazy Girls
AWOLNATION,song,Alternative,Megalithic Symphony
Better Than Ezra,song,Rock,Desperately Wanting
Rent,song,Soundtrack,La Vie Boheme
Chase Rice,song,Country,How She Rolls
Billie Eilish,song,Alternative,!!!!!!!
Citizen Cope,song,Pop,Son's Gonna Rise
Jason Mraz,song,Pop,Love Someone
Muse,song,Soundtrack,Neutron Star Collision (Love Is Forever)
Madonna,song,Pop,La Isla Bonita
Meek Mill,song,Hip-Hop/Rap,Burn (feat. Big Sean) [Bonus Track]
Justin Bieber,song,Pop,Intentions (feat. Quavo)
Tracy Chapman,song,Singer/Songwriter,Behind the Wall
Melanie Martinez,song,Alternative,Carousel
Five for Fighting,song,Rock,Superman (It's Not Easy)
The Chicks,song,Country,Cowboy Take Me Away
LINKIN PARK,song,Hard Rock,A Place for My Head
Gloriana,song,Country,Can't Shake You
Sugar Ray,song,Rock,When It's Over
The Spinners,song,R&B/Soul,I'll Be Around
Sean Paul,song,Pop,Got 2 Luv U (feat. Alexis Jordan)
Future,song,Hip-Hop/Rap,Freak Hoe
Debbie Deb,song,Dance,When I Hear Music
Paramore,song,Alternative,(One of Those) Crazy Girls
AWOLNATION,song,Alternative,Megalithic Symphony
Better Than Ezra,song,Rock,Desperately Wanting
Rent,song,Soundtrack,La Vie Boheme
Chase Rice,song,Country,How She Rolls
Billie Eilish,song,Alternative,!!!!!!!
Citizen Cope,song,Pop,Son's Gonna Rise
Chase Rice,song,Country,MMM Girl
alt-J,song,Alternative,Bloodflood
A$AP Rocky,song,Hip-Hop/Rap,Lord Pretty Flacko Jodye 2 (LPFJ2)
Otis Redding,song,R&B/Soul,(Sittin' On) The Dock of the Bay
Kane Brown,song,Country,There Goes My Everything
NEEDTOBREATHE,song,Rock,Brother
Morgan Wallen,song,Country,Heartless
Rod Stewart,song,Rock,Have I Told You Lately
David Bowie,song,Rock,Golden Years (Single Version)
Regina Spektor,song,Alternative,Eet
Alabama,song,Country,I'm In a Hurry (And Don't Know Why)
The Marshall Tucker Band,song,Rock,Can't You See
Alabama,song,Country,Feels So Right
Jonny Diaz,song,Christian,More Beautiful You
Pearl Jam,song,Alternative,Given to Fly
Coldplay,song,Alternative,Yellow
John Mayer,song,Rock,All We Ever Do Is Say Goodbye
Eric Church,song,Country,Desperate Man
Zero 7,song,Rock,In the Waiting Line
Rod Stewart,song,Rock,You're In My Heart (The Final Acclaim)
Romeo Santos,song,Música tropical,Eres Mía
"Peter, Paul & Mary",song,Singer/Songwriter,I Dig Rock and Roll Music
Backstreet Boys,song,Pop,I Want It That Way
Chase Rice,song,Country,Beer with the Boys
Snap!,song,Dance,Rhythm Is a Dancer (Original Mix)
Bruno Mars,song,Pop,When I Was Your Man
Collie Buddz,song,Reggae,Come Around
Shinedown,song,Hard Rock,Fly from the Inside
Rod Stewart,song,Rock,Tonight's the Night (Gonna Be Alright)
P!nk,song,Pop,Wild Hearts Can't Be Broken
Michelle Branch,song,Pop,Breathe
Grace VanderWaal,song,Pop,I Don't Know My Name
Gordon Lightfoot,song,Singer/Songwriter,The Wreck of the Edmund Fitzgerald
Patrick Swayze,song,Soundtrack,She's Like the Wind (feat. Wendy Fraser)
Susan Boyle,song,Pop,Amazing Grace
Kid Ink,song,Hip-Hop/Rap,Promise (feat. Fetty Wap)
Wiz Khalifa,song,Hip-Hop/Rap,Make It Hot
Calvin Harris,song,Dance,Open Wide (feat. Big Sean)
Young Thug,song,Hip-Hop,Best Friend
Power Music Workout,song,Fitness & Workout,Stronger
Paramore,song,Alternative,Fast In My Car
Taylor Swift,song,Alternative,this is me trying
Jack White,song,Alternative,Sixteen Saltines
Barry Manilow,song,Easy Listening,Copacabana (At the Copa)
Justin Timberlake,song,Pop,Man of the Woods
alt-J,song,Alternative,Ms
Firefall,song,Rock,Just Remember I Love You
Paramore,song,Alternative,Proof
The Jimi Hendrix Experience,song,Rock,Red House
Morgan Wallen,song,Country,Still Goin' Down
Glee Cast,song,Pop,Lucky (Glee Cast Version)
Kenny Chesney,song,Country,She Thinks My Tractor's Sexy
Chase Rice,song,Country,U Turn
Iron & Wine,song,Electronic,Such Great Heights
Chicago,song,Rock,Alive Again
B.o.B,song,Hip-Hop/Rap,I'll Be In the Sky
Miranda Lambert,song,Country,Priscilla
Marc Anthony,song,Pop,You Sang to Me
Garrett Hedlund,song,Soundtrack,Turn Loose the Horses
Miranda Lambert,song,Country,Bathroom Sink
Santigold,song,Alternative,Lights Out
Ozzy Osbourne,song,Hard Rock,No More Tears
Carrie Underwood,song,Country,Something in the Water
Kelly Clarkson,song,Holiday,Run Run Rudolph
112,song,R&B/Soul,Anywhere
Beyoncé,song,Pop,Dangerously in Love 2
Stone Temple Pilots,song,Pop,Wicked Garden
The Beach Boys,song,Pop,Kokomo
Paramore,song,Alternative,Anklebiters
Paramore,song,Alternative,Interlude: Moving On
Taylor Swift,song,Alternative,mad woman
Three Days Grace,song,Hard Rock,The High Road
One Direction,song,Pop,Over Again
Taylor Swift,song,Alternative,mirrorball
Kenny Chesney,song,Country,"No Shoes, No Shirt, No Problems"
The Fray,song,Rock,You Found Me
The Script,song,Pop,Talk You Down
Michelle Branch,song,Pop,All You Wanted
Cody Johnson,song,Country,Til You Can't
A Tribe Called Quest,song,Hip-Hop/Rap,Can I Kick It?
Britney Spears,song,Pop,Blur
Bad Company,song,Rock,Rock 'N' Roll Fantasy
En Vogue,song,R&B/Soul,Don't Let Go (Love)
NewSong,song,Holiday,The Christmas Shoes
Fifth Harmony,song,Pop,Better Together
Avenged Sevenfold,song,Hard Rock,Brompton Cocktail
Cheap Trick,song,Rock,The Flame
Carrie Underwood,song,Country,Mexico
Led Zeppelin,song,Rock,Kashmir
The Killers,song,Soundtrack,A White Demon Love Song
Hurricane Bells,song,Soundtrack,Monsters
Amadou & Mariam & The Magic Numbers,song,Soundtrack,All I Believe In (Bonus Track)
Sea Wolf,song,Soundtrack,The Violet Hour
Thom Yorke,song,Soundtrack,Hearing Damage
Grizzly Bear,song,Soundtrack,Slow Life (with Victoria Legrand)
OK Go,song,Soundtrack,Shooting the Moon
Muse,song,Soundtrack,I Belong to You (New Moon Remix)
St. Vincent & Bon Iver,song,Soundtrack,Rosyln
Jake Owen,song,Country,American Country Love Song
Black Rebel Motorcycle Club,song,Soundtrack,Done All Wrong
Billy Idol,song,Alternative,Dancing with Myself
Lupe Fiasco,song,Soundtrack,Solar Midnite (Bonus Track)
Alexandre Desplat,song,Soundtrack,New Moon (The Meadow)
AWOLNATION,song,Alternative,My Nightmare's Dream
Editors,song,Soundtrack,No Sound But the Wind
Hoodie Allen,song,Hip-Hop,All About It (feat. Ed Sheeran)
Tracy Chapman,song,Singer/Songwriter,Why?
Blake Shelton,song,Country,Straight Outta Cold Beer
Alan Jackson,song,Country,Gone Country
Post Malone,song,Hip-Hop/Rap,Takin' Shots
P!nk,song,Pop,Ave Mary A
P!nk,song,Pop,One Foot Wrong
Jo Dee Messina,song,Country,"Heads Carolina, Tails California"
AWOLNATION,song,Alternative,Some Sort of Creature
Starship,song,Rock,We Built This City
P!nk,song,Pop,Why Did I Ever Like You
Idina Menzel & AURORA,song,Soundtrack,Into the Unknown
Taylor Swift,song,Alternative,seven
P!nk,song,Pop,Could've Had Everything
Miguel,song,R&B/Soul,Pussy Is Mine
John Mayer,song,Rock,Dear Marie
AWOLNATION,song,Alternative,Sail (Unlimited Gravity Remix)
Jazmine Sullivan,song,R&B/Soul,"Lions, Tigers & Bears"
Glee Cast,song,Pop,Get It Right (Glee Cast Version)
"benny blanco, Halsey & Khalid",song,Pop,Eastside
LINKIN PARK,song,Hard Rock,SKIN TO BONE
Madonna,song,Pop,Give It 2 Me
Kenny Chesney,song,Country,Who You'd Be Today
Yaz,song,Pop,Situation
Ted Nugent,song,Rock,Stranglehold
Chicago,song,Rock,Free
ConfidentialMX,song,Soundtrack,I Started a Joke (feat. Becky Hanson)
Band of Horses,song,Alternative,Lamb On the Lam (In the City)
Nickelback,song,Rock,Too Bad
Bobby Darin,song,Rock,Dream Lover
Red Hot Chili Peppers,song,Alternative,Soul to Squeeze
Santigold,song,Alternative,Shove It (feat. Spank Rock)
Alabama,song,Country,Tennessee River
Kid Ink,song,Hip-Hop/Rap,Money and the Power
Icona Pop,song,Pop,I Love It (feat. Charli XCX)
Leon Bridges,song,R&B/Soul,Coming Home
Jason Aldean,song,Country,Girl Like You
P!nk,song,Pop,Barbies
Ed Sheeran,song,Singer/Songwriter,Give Me Love
SWV,song,R&B/Soul,Weak
Calvin Harris,song,Dance,Slide (feat. Frank Ocean & Migos)
Stevie Ray Vaughan & Double Trouble,song,Rock,Crossfire
R. Kelly,song,R&B/Soul,The World's Greatest
Wiz Khalifa,song,Hip-Hop/Rap,KK (feat. Project Pat & Juicy J)
Skillet,song,Hard Rock,Not Gonna Die
Post Malone,song,Hip-Hop/Rap,Blame It On Me
JAY-Z & LINKIN PARK,song,Hard Rock,Points of Authority / 99 Problems / One Step Closer
Michael Bolton,song,Pop,When a Man Loves a Woman
Foo Fighters,song,Alternative,Outside
Pearl Jam,song,Alternative,Rearviewmirror
Band of Horses,song,Alternative,Our Swords
AWOLNATION,song,Alternative,Swinging from the Castles
AWOLNATION,song,Alternative,Knights of Shame
David Bowie,song,Rock,China Girl (Single Version)
REO Speedwagon,song,Rock,Keep On Loving You
Passion Pit,song,Alternative,Carried Away
Simple Plan,song,Pop,Your Love Is a Lie
Cardi B,song,Hip-Hop/Rap,I Do (feat. SZA)
Coconut Records,song,Alternative,West Coast
Taylor Swift,song,Alternative,peace
Sturgill Simpson,song,Country,Life of Sin
Chicago,song,Rock,Lowdown
Taylor Swift,song,Alternative,epiphany
Taylor Swift,song,Alternative,willow
MAGIC!,song,Pop,Let Your Hair Down
Train,song,Pop,Brick By Brick
Madonna,song,Pop,Nobody's Perfect
The Goo Goo Dolls,song,Soundtrack,All That You Are
Chris Brown,song,R&B/Soul,Liquor
Red Hot Chili Peppers,song,Alternative,Dani California
David Cook,song,Pop,Light On
Paramore,song,Alternative,Future
David Bowie,song,Rock,China Girl (Single Version)
REO Speedwagon,song,Rock,Keep On Loving You
Passion Pit,song,Alternative,Carried Away
Simple Plan,song,Pop,Your Love Is a Lie
Cardi B,song,Hip-Hop/Rap,I Do (feat. SZA)
Coconut Records,song,Alternative,West Coast
Taylor Swift,song,Alternative,peace
Sturgill Simpson,song,Country,Life of Sin
Chicago,song,Rock,Lowdown
Taylor Swift,song,Alternative,epiphany
Taylor Swift,song,Alternative,willow
MAGIC!,song,Pop,Let Your Hair Down
Train,song,Pop,Brick By Brick
Madonna,song,Pop,Nobody's Perfect
Chris Brown,song,R&B/Soul,Liquor
