artistName,kind,primaryGenreName,trackName
Billy Joel,song,Pop,Turn the Lights Back On
Soul Asylum,song,Rock,Runaway Train (2022 Remaster)
Melanie Martinez,song,Alternative,Pity Party
Madonna,song,Pop,Hung Up
Modest Mouse,song,Alternative,Missed the Boat
Glee Cast,song,Pop,Marry You (Glee Cast Version)
Miranda Lambert,song,Country,Smokin' and Drinkin' (feat. Little Big Town)
Nickelback,song,Rock,Follow You Home
Lady Gaga,song,Soundtrack,Why Did You Do That?
Montgomery Gentry,song,Country,Lucky Man
Brad Paisley,song,Country,Mud On the Tires
LINKIN PARK,song,Hard Rock,One Step Closer
Flo Rida,song,Hip-Hop/Rap,Wild Ones (feat. Sia)
"Justin Timberlake, Anna Kendrick & Earth, Wind & Fire",song,Soundtrack,September
Keith Sweat,song,R&B/Soul,Twisted
Mountain,song,Rock,Mississippi Queen
Michael Jackson,song,Pop,The Lady In My Life
"Juicy J, Wiz Khalifa & Ty Dolla $ign",song,Hip-Hop,"Shell Shocked (feat. Kill the Noise & Madsonik) [From ""Teenage Mutant Ninja Turtles""]"
Toby Keith,song,Country,I'm Just Talkin' About Tonight
Olivia Rodrigo,song,Pop,good 4 u
Joshua Radin,song,Alternative,I'd Rather Be With You
Jana Kramer,song,Country,Whiskey
T. Rex,song,Hard Rock,Bang a Gong (Get It On)
MGMT,song,Alternative,The Youth
Fleet Foxes,song,Alternative,White Winter Hymnal
Rag'n'Bone Man,song,Alternative,Human
Johnny Cash,song,Country,Sunday Morning Coming Down
Daughtry,song,Rock,Over You
Billy Joel,song,Rock,Allentown
Yung Joc,song,Hip-Hop/Rap,It's Goin' Down (feat. Nitti)
Beyoncé,song,Soundtrack,At Last
John Mayer,song,Rock,Something Like Olivia
Vampire Weekend,song,Alternative,Giving Up the Gun
Waka Flocka Flame,song,Hip-Hop/Rap,No Hands (feat. Roscoe Dash & Wale)
Bradley Cooper,song,Soundtrack,Too Far Gone
Elvis Crespo,song,Música tropical,Suavemente
Michael Bublé,song,Holiday,Christmas (Baby Please Come Home)
Gucci Mane,song,Hip-Hop/Rap,Wasted (feat. OJ Da Juiceman)
Toby Keith,song,Country,Dream Walkin'
Leona Lewis,song,Hard Rock,I Will Be
P!nk,song,Pop,Stupid Girls
Johnny Cash with June Carter Cash,song,Country,"It Ain't Me, Babe (with June Carter Cash)"
P!nk,song,Pop,I Don't Believe You
James Otto,song,Country,Just Got Started Lovin' You
Billy Joel,song,Pop,Honesty
Josh Thompson,song,Country,Way Out Here
Toby Keith,song,Country,We Were In Love
Billy Joel,song,Pop,Captain Jack
Cute Is What We Aim For,song,Alternative,The Curse of Curves
Toby Keith,song,Country,A Little Too Late
Kelly Clarkson,song,Pop,Love So Soft
John Mayer,song,Rock,No Such Thing
Jason Mraz,song,Pop,Make It Mine
Billy Joel,song,Pop,A Matter of Trust
Faith Hill & Tim McGraw,song,Country,Like We Never Loved At All
twenty one pilots,song,Alternative,Truce
Madonna,song,Pop,Material Girl
One Direction,song,Pop,Little Things
Toby Keith,song,Country,Get Drunk and Be Somebody
G-Eazy,song,Hip-Hop/Rap,You Got Me
Karmin,song,Pop,Hello
Arctic Monkeys,song,Alternative,Knee Socks
Armin van Buuren,song,Dance,This Is What It Feels Like (feat. Trevor Guthrie)
Jana Kramer,song,Country,I Got the Boy
Avenged Sevenfold,song,Hard Rock,So Far Away
Third Eye Blind,song,Alternative,Never Let You Go
Britney Spears,song,Pop,...Baby One More Time
Beyoncé,song,Pop,Baby Boy (feat. Sean Paul)
Pretty Ricky,song,Hip-Hop/Rap,On the Hotline
Imagine Dragons,song,Alternative,Thunder
"Crosby, Stills, Nash & Young",song,Rock,Our House
Meghan Trainor,song,Pop,No Good For You
Meghan Trainor,song,Pop,The Best Part (Interlude)
Shakira,song,Pop,She Wolf
Depeche Mode,song,Alternative,Enjoy the Silence
Fifth Harmony,song,Pop,Me & My Girls
Carrie Underwood,song,Country,Look At Me
Freestylers,song,Dance,Cracks (Flux Pavilion Remix) [feat. Belle Humble]
Shinedown,song,Hard Rock,Bully
Coldplay,song,Alternative,Up&Up
Will Smith,song,Hip-Hop/Rap,Miami
Victorious Cast,song,Pop,Beggin' On Your Knees (feat. Victoria Justice)
John Michael Montgomery,song,Country,I Swear
Vampire Weekend,song,Alternative,Campus
"Anna Kendrick, Gwen Stefani, James Corden, Ron Funches, Walt Dohrn, Caroline Hjelt, Aino Jawo & Kunal Nayyar",song,Soundtrack,Move Your Feet / D.A.N.C.E. / It's a Sunshine Day
Ed Sheeran,song,Pop,Perfect Duet (with Beyoncé)
Johnny Cash,song,Country,Man in Black
Three Days Grace,song,Hard Rock,Chalk Outline
Toby Keith,song,Country,Mockingbird (feat. Krystal Keith)
P!nk,song,Pop,Dear Mr. President (feat. Indigo Girls)
Billie Eilish,song,Alternative,you should see me in a crown
Vampire Weekend,song,Alternative,The Kids Don't Stand a Chance
Blake Shelton,song,Country,Honey Bee
Jason Derulo,song,Pop,Swalla (feat. Nicki Minaj & Ty Dolla $ign)
Electric Light Orchestra,song,Rock,Mr. Blue Sky
Macklemore & Ryan Lewis,song,Hip-Hop/Rap,Otherside (feat. Fences) [Ryan Lewis Remix]
Blake Shelton,song,Country,Small Town Big Time
Glee Cast,song,Pop,Valerie (Glee Cast Version)
The Fray,song,Rock,Over My Head (Cable Car)
G-Eazy,song,Hip-Hop/Rap,Lotta That (feat. A$AP Ferg & Danny Seth)
Elvis Presley,song,Rock,Jailhouse Rock
Pearl Jam,song,Rock,Just Breathe
Harry Styles,song,Pop,Sweet Creature
A Star Is Born Cast,song,Soundtrack,I'll Wait For You
A Star Is Born Cast,song,Soundtrack,Twelve Notes
The APM Orchestra,song,Soundtrack,"Die Fledermaus - Duettino: Ach, Ich Darf Nicht Hin Zu Dir (Bonus Track)"
A Star Is Born Cast,song,Soundtrack,Fabulous French
A Star Is Born Cast,song,Soundtrack,Vows
A Star Is Born Cast,song,Soundtrack,Somewhere Over The Rainbow
A Star Is Born Cast,song,Soundtrack,How Do You Hear It?
Wale,song,Hip-Hop/Rap,LoveHate Thing (feat. Sam Dew)
A Star Is Born Cast,song,Soundtrack,"First Stop, Arizona"
A Star Is Born Cast,song,Soundtrack,SNL
A Star Is Born Cast,song,Soundtrack,Unbelievable
A Star Is Born Cast,song,Soundtrack,Intro
A Star Is Born Cast,song,Soundtrack,Trust Me
A Star Is Born Cast,song,Soundtrack,Scene 98
P!nk,song,Pop,There You Go
A Star Is Born Cast,song,Soundtrack,Parking Lot
A Star Is Born Cast,song,Soundtrack,I Love You
A Star Is Born Cast,song,Soundtrack,Memphis
Macklemore & Ryan Lewis,song,Hip-Hop/Rap,Otherside (feat. Fences) [Ryan Lewis Remix]
Blake Shelton,song,Country,Small Town Big Time
Glee Cast,song,Pop,Valerie (Glee Cast Version)
The Fray,song,Rock,Over My Head (Cable Car)
G-Eazy,song,Hip-Hop/Rap,Lotta That (feat. A$AP Ferg & Danny Seth)
Elvis Presley,song,Rock,Jailhouse Rock
Pearl Jam,song,Rock,Just Breathe
Harry Styles,song,Pop,Sweet Creature
A Star Is Born Cast,song,Soundtrack,I'll Wait For You
A Star Is Born Cast,song,Soundtrack,Twelve Notes
The APM Orchestra,song,Soundtrack,"Die Fledermaus - Duettino: Ach, Ich Darf Nicht Hin Zu Dir (Bonus Track)"
A Star Is Born Cast,song,Soundtrack,Fabulous French
A Star Is Born Cast,song,Soundtrack,Vows
A Star Is Born Cast,song,Soundtrack,How Do You Hear It?
A Star Is Born Cast,song,Soundtrack,Somewhere Over The Rainbow
Wale,song,Hip-Hop/Rap,LoveHate Thing (feat. Sam Dew)
A Star Is Born Cast,song,Soundtrack,"First Stop, Arizona"
A Star Is Born Cast,song,Soundtrack,SNL
A Star Is Born Cast,song,Soundtrack,Unbelievable
A Star Is Born Cast,song,Soundtrack,Intro
A Star Is Born Cast,song,Soundtrack,Trust Me
A Star Is Born Cast,song,Soundtrack,Scene 98
P!nk,song,Pop,There You Go
A Star Is Born Cast,song,Soundtrack,Parking Lot
A Star Is Born Cast,song,Soundtrack,I Love You
A Star Is Born Cast,song,Soundtrack,Memphis
Lady Gaga,song,Soundtrack,Hair Body Face
P!nk,song,Pop,Glitter In the Air
Better Than Ezra,song,Rock,Good
Toby Keith,song,Country,Me Too
One Direction,song,Pop,Back for You
The Lumineers,song,Alternative,Cleopatra
Chris Brown,song,R&B/Soul,Back to Sleep
Glee Cast,song,Christmas: Pop,Merry Christmas Darling
Metallica,song,Metal,Fade to Black
Neil Young,song,Rock,"Hey Hey, My My (Into the Black)"
Dylan Scott,song,Country,My Girl
Kodaline,song,Alternative,All I Want
Vampire Weekend,song,Alternative,Horchata
London Philharmonic Orchestra & David Parry,song,Classical,Adagio for Strings
Howie Day,song,Pop,Collide
Ed Sheeran,song,Pop,Shivers
Montgomery Gentry,song,Country,What Do Ya Think About That
Pearl Jam,song,Rock,Alive
Wale,song,Hip-Hop/Rap,Bad (feat. Tiara Thomas)
Vampire Weekend,song,Alternative,M79
Fiona Apple,song,Alternative,Criminal
Fleetwood Mac,song,Rock,Gold Dust Woman
Toby Keith,song,Country,Stays In Mexico
Rodney Atkins,song,Country,He's Mine
Tim McGraw,song,Country,Real Good Man
Rage Against the Machine,song,Hard Rock,Wake Up
Foreigner,song,Rock,Urgent
Lauv,song,Pop,I Like Me Better
Glee Cast,song,Christmas: Pop,God Rest Ye Merry Gentlemen
HAIM,song,Alternative,The Wire
Steve Holy,song,Country,Good Morning Beautiful
Chicago,song,Rock,Look Away
Peter Cetera,song,Rock,"Glory of Love (Theme from ""the Karate Kid, Pt. II"")"
Santigold,song,Alternative,L.E.S. Artistes
G-Eazy,song,Hip-Hop/Rap,Order More (feat. Starrah)
Kris Kross,song,Hip-Hop/Rap,Jump
Rob Thomas,song,Pop,This Is How a Heart Breaks
Avril Lavigne,song,Rock,Sk8er Boi
Kelly Clarkson,song,Country,Don't Rush (feat. Vince Gill)
Rage Against the Machine,song,Hard Rock,Bulls On Parade
Kenny Chesney,song,Country,Back Where I Come from (New Recording with Kenny's Band)
Toby Keith,song,Country,She's a Hottie
The Goo Goo Dolls,song,Rock,Black Balloon
Sugar Ray,song,Rock,Someday
Hozier,song,Alternative,To Be Alone
French Montana,song,Hip-Hop/Rap,Unforgettable (feat. Swae Lee)
Glee Cast,song,Christmas: Pop,The Most Wonderful Day of the Year
Bad Company,song,Rock,Shooting Star
Matchbox Twenty,song,Pop,3:00 AM
MC Hammer,song,Hip-Hop/Rap,U Can't Touch This
England Dan & John Ford Coley & John Ford Coley,song,Pop,I'd Really Love to See You Tonight
Shakira,song,Pop Latino,Underneath Your Clothes
Johnny Cash,song,Country,Don't Take Your Guns to Town
Miranda Lambert,song,Country,Crazy Ex-Girlfriend
Madonna,song,Pop,Vogue
Paris Hilton,song,Pop,Stars Are Blind
The Judds,song,Country,Grandpa (Tell Me 'Bout the Good Old Days)
The xx,song,Alternative,Intro
Glee Cast,song,Christmas: Pop,"You're A Mean One, Mr. Grinch (feat. k.d. lang)"
Crazy Town,song,Rock,Butterfly
The Goo Goo Dolls,song,Rock,Name
Avenged Sevenfold,song,Hard Rock,Shepherd of Fire
The Chicks,song,Country,You Were Mine
Alannah Myles,song,Rock,Black Velvet
Foo Fighters,song,Alternative,Something from Nothing
Maren Morris,song,Country,80s Mercedes
"Hank Williams, Jr.",song,Country,All My Rowdy Friends (Have Settled Down)
Toby Keith,song,Country,Getcha Some
G-Eazy,song,Hip-Hop/Rap,Far Alone (feat. E-40 & Jay Ant)
Michael Bublé,song,Pop,Feeling Good
One Direction,song,Pop,Kiss You
Chicago,song,Rock,Make Me Smile
Arctic Monkeys,song,Alternative,Snap Out of It
The Downtown Fiction,song,Alternative,I Just Wanna Run
Vitamin C,song,Pop,Graduation (Friends Forever)
Faith Hill,song,Country,Breathe
The Notorious B.I.G.,song,Hip-Hop/Rap,Big Poppa (2005 Remaster)
Paramore,song,Alternative,Monster
Living Colour,song,Hard Rock,Cult of Personality
Wes Walker & Dyl,song,Pop,Jordan Belfort
Audioslave,song,Hard Rock,I Am the Highway
Bob Dylan & Johnny Cash,song,Singer/Songwriter,Girl from the North Country
Martina McBride,song,Country,Independence Day
MGMT,song,Alternative,"Of Moons, Birds & Monsters"
Toby Keith,song,Country,I'm So Happy I Can't Stop Crying (feat. Sting)
The Jimi Hendrix Experience,song,Rock,Hey Joe
Rob Thomas,song,Pop,Lonely No More
Billy Joel,song,Pop,Tell Her About It
Alice Cooper,song,Hard Rock,School's Out
Elvis Presley,song,Rock,Suspicious Minds
Bread,song,Soft Rock,If
Jennifer Lopez,song,Pop,Let's Get Loud
Toby Keith,song,Country,Big Ol' Truck
Chad Kroeger featuring Josey Scott,song,Rock,Hero (Motion Picture Version) [feat. Josey Scott]
Hoodie Allen,song,Hip-Hop/Rap,No Interruption
Ariana Grande,song,Soundtrack,They Don't Know
Glee Cast,song,Pop,Smile
Stone Temple Pilots,song,Rock,Plush (Acoustic)
The Four Seasons,song,Pop,Rag Doll
Neil Young,song,Rock,The Needle and the Damage Done
Wham!,song,Holiday,Last Christmas
Audioslave,song,Hard Rock,Cochise
Johnny Cash,song,Country,Daddy Sang Bass
P!nk,song,Pop,Heartbreak Down
Rod Stewart,song,Rock,Da Ya Think I'm Sexy?
Toby Keith,song,Country,Country Comes to Town
Panic! At the Disco,song,Alternative,Intermission
The Jimi Hendrix Experience,song,Rock,Voodoo Child (Slight Return)
Gym Class Heroes,song,Alternative,Cookie Jar (feat. The-Dream)
Britney Spears,song,Pop,Shattered Glass
Coldplay,song,Alternative,A Head Full of Dreams
Glee Cast,song,Pop,To Sir With Love (Glee Cast Version)
Céline Dion & Josh Groban,song,Pop,The Prayer (Duet with Josh Groban) [Live]
Regina Spektor,song,Alternative,Samson
Theory of a Deadman,song,Rock,Hate My Life
Kenny Chesney,song,Country,She's Got It All
Switchfoot,song,Alternative,Your Love Is a Song
Snoop Dogg & Wiz Khalifa,song,Soundtrack,Smokin' On (feat. Juicy J)
Coldplay,song,Alternative,Fun (feat. Tove Lo)
Killswitch Engage,song,Metal,Holy Diver
3OH!3,song,Pop,Double Vision
Ed Sheeran,song,Soundtrack,Make It Rain
Johnny Cash,song,Country,Ragged Old Flag
Stevie Ray Vaughan & Double Trouble,song,Rock,Pride and Joy
Leonard Cohen,song,Singer/Songwriter,Hallelujah
Meek Mill,song,Hip-Hop/Rap,Believe It (feat. Rick Ross)
Mark Morrison,song,Pop,Return of the Mack
Alan Jackson,song,Country,Chattahoochee
Empire Cast,song,Pop,You're So Beautiful (feat. Jussie Smollett & Yazz)
NEEDTOBREATHE,song,Rock,Washed By the Water
Gym Class Heroes,song,Alternative,Clothes Off!!
Michael Bublé,song,Holiday,Have Yourself a Merry Little Christmas
Bread,song,Soft Rock,Make It With You
Pink Floyd,song,Rock,Wish You Were Here
Miranda Lambert,song,Country,The House That Built Me
Kenny Chesney,song,Country,You Save Me
Bethel Music & kalley,song,Christian,Ever Be
Hunter Hayes,song,Country,Invisible
Chicago,song,Rock,Beginnings
iLoveMemphis,song,Hip-Hop/Rap,Hit the Quan
Kid Ink,song,Hip-Hop/Rap,Hell & Back
Gungor,song,Christian,Beautiful Things
The Goo Goo Dolls,song,Rock,Come to Me
Emblem3,song,Pop,Chloe (You're the One I Want)
Toby Keith,song,Country,Honkytonk U
Nickelback,song,Rock,Someone That You're With
Toby Keith,song,Country,Upstairs Downtown
Vampire Weekend,song,Alternative,Holiday
Vampire Weekend,song,Alternative,Walcott
Skrillex,song,Dance,Weekends!!!
B.o.B,song,Hip-Hop/Rap,Strange Clouds (feat. Lil Wayne)
Sia,song,Pop,Bird Set Free
Nas,song,Hip-Hop/Rap,If I Ruled the World (Imagine That) [feat. Lauryn Hill]
Young Thug,song,Hip-Hop/Rap,Stoner
Yung Joc,song,Hip-Hop/Rap,"I Know You See It (feat. Brandy ""Ms. B"" Hambrick)"
Diddy,song,Hip-Hop/Rap,Tell Me (feat. Christina Aguilera)
Rage Against the Machine,song,Hard Rock,Testify
Clay Walker,song,Country,She Won't Be Lonely Long
London Philharmonic Orchestra & David Parry,song,Classical,"Peer Gynt Suite No. 1, Op. 46: I. Morning Mood"
Sara Bareilles,song,Singer/Songwriter,One Sweet Love
Talking Heads,song,Alternative,Wild Wild Life
Hozier,song,Alternative,Sedated
Imagine Dragons,song,Alternative,Whatever It Takes
Sara Bareilles,song,Singer/Songwriter,Come Round Soon
Missy Elliott,song,Soundtrack,Shake Your Pom Pom
Glee Cast,song,Pop,And I Am Telling You I'm Not Going
Wiz Khalifa,song,Hip-Hop/Rap,You and Your Friends (feat. Snoop Dogg & Ty Dolla $ign)
Khalid & Normani,song,R&B/Soul,Love Lies
Blake Shelton,song,Country,I Found Someone (Bonus Track)
Toby Keith,song,Country,Big Blue Note
Coldplay,song,Alternative,Army of One
The Romantics,song,Pop,What I Like About You
Marina and The Diamonds,song,Pop,Primadonna
Pearl Jam,song,Alternative,Last Kiss
Toby Keith,song,Country,Honkytonk U
Nickelback,song,Rock,Someone That You're With
Toby Keith,song,Country,Upstairs Downtown
Vampire Weekend,song,Alternative,Holiday
Vampire Weekend,song,Alternative,Walcott
Skrillex,song,Dance,Weekends!!!
B.o.B,song,Hip-Hop/Rap,Strange Clouds (feat. Lil Wayne)
Sia,song,Pop,Bird Set Free
Nas,song,Hip-Hop/Rap,If I Ruled the World (Imagine That) [feat. Lauryn Hill]
Young Thug,song,Hip-Hop/Rap,Stoner
Yung Joc,song,Hip-Hop/Rap,"I Know You See It (feat. Brandy ""Ms. B"" Hambrick)"
Diddy,song,Hip-Hop/Rap,Tell Me (feat. Christina Aguilera)
Rage Against the Machine,song,Hard Rock,Testify
Clay Walker,song,Country,She Won't Be Lonely Long
London Philharmonic Orchestra & David Parry,song,Classical,"Peer Gynt Suite No. 1, Op. 46: I. Morning Mood"
Sara Bareilles,song,Singer/Songwriter,One Sweet Love
Talking Heads,song,Alternative,Wild Wild Life
Hozier,song,Alternative,Sedated
Imagine Dragons,song,Alternative,Whatever It Takes
Sara Bareilles,song,Singer/Songwriter,Come Round Soon
Missy Elliott,song,Soundtrack,Shake Your Pom Pom
Glee Cast,song,Pop,And I Am Telling You I'm Not Going
Wiz Khalifa,song,Hip-Hop/Rap,You and Your Friends (feat. Snoop Dogg & Ty Dolla $ign)
Khalid & Normani,song,R&B/Soul,Love Lies
Blake Shelton,song,Country,I Found Someone (Bonus Track)
Toby Keith,song,Country,Big Blue Note
Coldplay,song,Alternative,Army of One
The Romantics,song,Pop,What I Like About You
Marina and The Diamonds,song,Pop,Primadonna
Pearl Jam,song,Alternative,Last Kiss
Prince & The Revolution,song,Pop,Computer Blue
Toby Keith,song,Country,A Woman's Touch
The Four Seasons,song,Rock,Dawn (Go Away)
James Taylor,song,Singer/Songwriter,Country Road
Mike Jones,song,Hip-Hop/Rap,Back Then
John Mayer,song,Rock,Love Is a Verb
Chris Young,song,Country,I Can Take It from There
Incubus,song,Alternative,Stellar
Miranda Lambert,song,Country,Vice
Toto,song,Rock,Hold the Line
Ini Kamoze,song,Reggae,Here Comes the Hotstepper
"Fat Joe, Remy Ma & French Montana",song,Hip-Hop/Rap,All the Way Up (feat. Infared)
Casting Crowns,song,Christian,Just Be Held
Bleachers,song,Alternative,I Wanna Get Better
Dave Matthews Band,song,Rock,Ants Marching
Glee Cast,song,Pop,Gives You Hell (Glee Cast Version)
Gwen Stefani & Justin Timberlake,song,Soundtrack,What U Workin' With?
Frankie Ballard,song,Country,Helluva Life
M83,song,Electronic,Midnight City
Lee Brice,song,Country,That Don't Sound Like You
Madonna,song,Pop,I Deserve It
Blake Shelton,song,Country,Lay Low
Crime Mob,song,Hip-Hop/Rap,Rock Yo Hips (Featuring Lil Scrappy) [Main]
Teddy Swims,song,Pop,Lose Control
Shinedown,song,Hard Rock,Breaking Inside
Dusty Springfield,song,Pop,Son of a Preacher Man
P!nk,song,Pop,Funhouse
Sia,song,Pop,Big Girls Cry
Kenny Chesney,song,Country,How Forever Feels
Jason Mraz,song,Pop,Live High
Slipknot,song,Metal,The Devil In I
Carrie Underwood,song,Country,What Can I Say (feat. Sons of Sylvia)
Air Supply,song,Pop,Making Love out of Nothing at All
Morgan Wallen,song,Country,Sand In My Boots
Christina Aguilera,song,Musicals,Something's Got a Hold On Me
Dua Lipa,song,Pop,Don't Start Now
USHER,song,R&B/Soul,You Make Me Wanna...
Leona Lewis,song,Pop,Happy
Dido,song,Pop,White Flag
Michael Bublé,song,Holiday,Holly Jolly Christmas
Chris Young,song,Country,The Man I Want to Be
Old Dominion,song,Country,Written in the Sand
Daryl Hall & John Oates,song,Rock,One On One
Panic! At the Disco,song,Alternative,Bohemian Rhapsody
Empire Cast,song,Pop,Conqueror (feat. Estelle & Jussie Smollett)
Carrie Underwood,song,Country,The More Boys I Meet
Birdy,song,Alternative,Skinny Love
Twista,song,Hip-Hop/Rap,Overnight Celebrity
Switchfoot,song,Pop,Meant to Live
Halestorm,song,Hard Rock,I Get Off
Gia Farrell,song,Soundtrack,Hit Me Up
Neil Young & Crazy Horse,song,Rock,Down by the River
A Rocket to the Moon,song,Alternative,Like We Used to
Glee Cast,song,Christmas: Pop,O Christmas Tree
alt-J,song,Alternative,Tessellate
Gloria Estefan & Gloria Estefan & Miami Sound Machine,song,Latin,Conga
Alice In Chains,song,Hard Rock,Down In a Hole
Big Time Rush,song,Pop,Big Night
Ryan Cabrera,song,Pop,TRUE
Backstreet Boys,song,Pop,Larger Than Life
Billy Joel,song,Pop,An Innocent Man
John Mayer,song,Rock,Born and Raised
Arctic Monkeys,song,Alternative,One for the Road
Jerry Reed,song,Country,East Bound and Down
MGMT,song,Alternative,Pieces of What
Mike Posner,song,Pop,Bow Chicka Wow Wow
Tim McGraw,song,Country,She's My Kind of Rain
Rage Against the Machine,song,Hard Rock,Know Your Enemy
London Philharmonic Orchestra & David Parry,song,Classical,"On the Beautiful Blue Danube, Op. 314"
Capital Cities,song,Alternative,Safe and Sound
Sara Evans,song,Country,Suds In the Bucket
Frankie Valli,song,Rock,Grease
Paul Simon,song,Pop,You Can Call Me Al
The Glitch Mob,song,Electronic,Fortune Days
AC/DC,song,Hard Rock,It's a Long Way to the Top (If You Wanna Rock 'N' Roll)
Panic! At the Disco,song,Alternative,Introduction
Panic! At the Disco,song,Alternative,"Nails for Breakfast, Tacks for Snacks"
Blake Shelton,song,Country,Go Ahead and Break My Heart (feat. Gwen Stefani)
Red Hot Chili Peppers,song,Alternative,Dark Necessities
Jagged Edge,song,R&B/Soul,Let's Get Married (feat. Run)
Adele,song,Pop,Oh My God
Ariana Grande,song,Pop,God is a woman
Coldplay,song,Alternative,Amazing Day
Kid Ink,song,Hip-Hop/Rap,Be Real (feat. Dej Loaf)
The Notorious B.I.G.,song,Hip-Hop/Rap,Get Money (feat. Junior M.A.F.I.A.) [2007 Remaster]
Jason Aldean,song,Country,Drowns the Whiskey (feat. Miranda Lambert)
Frank Ocean,song,Pop,Pink + White
Billy Joel,song,Pop,Goodnight Saigon
London Philharmonic Orchestra & David Parry,song,Classical,Canon in D Major
Carrie Underwood,song,Country,Songs Like This
Madonna,song,Pop,Holiday
Hugo,song,Alternative,99 Problems
Sam Smith & Normani,song,Pop,Dancing With A Stranger
XXXTENTACION,song,Pop,SAD!
Anna Nalick,song,Pop,Breathe (2 AM)
MGMT,song,Alternative,The Handshake
Adam Lambert,song,Pop,For Your Entertainment
B.o.B,song,Hip-Hop/Rap,Out of My Mind (feat. Nicki Minaj)
Daughtry,song,Rock,Feels Like Tonight
Macklemore,song,Hip-Hop/Rap,Good Old Days (feat. Kesha)
Boston,song,Rock,More Than a Feeling
Meek Mill,song,Hip-Hop/Rap,Bad For You (feat. Nicki Minaj)
Michael Jackson,song,Pop,Don't Stop 'Til You Get Enough
Blake Shelton,song,Country,Frame of Mine (Bonus Track)
Bonnie Tyler,song,Rock,Total Eclipse of the Heart
Dan + Shay,song,Country,Show You Off
"Zooey Deschanel, Anna Kendrick, Gwen Stefani, James Corden, Walt Dohrn, Ron Funches, Caroline Hjelt, Aino Jawo & Kunal Nayyar",song,Soundtrack,I'm Coming Out / Mo' Money Mo' Problems
REO Speedwagon,song,Rock,Keep On Loving You
Coldplay,song,Alternative,Birds
Ayo & Teo,song,Hip-Hop/Rap,Rolex
London Philharmonic Orchestra & David Parry,song,Classical,The Valkyrie: Ride of the Valkyries
London Philharmonic Orchestra & David Parry,song,Classical,"Symphony No. 5 In C Minor, Op. 67 ""Fate"": I. Allegro Con Brio"
Todd Rundgren,song,Rock,Hello It's Me
John Legend,song,R&B/Soul,Love Me Now
Chicago,song,Rock,Just You 'N' Me
Gucci Mane,song,Hip-Hop/Rap,Spotlight (feat. Usher)
Blake Shelton,song,Country,I Still Got a Finger
Hozier,song,Alternative,In a Week (feat. Karen Cowley)
Indigo Girls,song,Singer/Songwriter,Closer to Fine
Clint Mansell & Kronos Quartet,song,Pop,Lux Aeterna
Mariah Carey,song,Pop,Always Be My Baby
Metallica,song,Metal,Don't Tread On Me
Marc Anthony,song,Pop,I Need to Know
Kenny Chesney,song,Country,Reality
Natasha Bedingfield,song,Pop,Unwritten
James Taylor,song,Singer/Songwriter,Don't Let Me Be Lonely Tonight
Sean Kingston,song,Hip-Hop/Rap,Face Drop
Cher Lloyd,song,Pop,With Ur Love
Arctic Monkeys,song,Alternative,No. 1 Party Anthem
MGMT,song,Alternative,Future Reflections
The Script,song,Pop,Before the Worst
Shinedown,song,Rock,Cut the Cord
London Philharmonic Orchestra & David Parry,song,Classical,"Peer Gynt Suite No. 1, Op. 46: IV. In the Hall of the Mountain King"
Blake Shelton,song,Country,Every Time I Hear That Song
David Bowie,song,Rock,Let's Dance (Single Version)
Trans-Siberian Orchestra,song,Holiday,A Mad Russian's Christmas (Instrumental)
Regina Spektor,song,Soundtrack,Us
"Kid Ink, Tyga, YG, Wale & Rich Homie Quan",song,Hip-Hop/Rap,Ride Out
Jason Mraz,song,Pop,The Dynamo of Volition
Blue Öyster Cult,song,Hard Rock,(Don't Fear) The Reaper
The Drifters,song,R&B/Soul,Under the Boardwalk
Victorious Cast,song,Pop,Give It Up (feat. Elizabeth Gillies & Ariana Grande)
Spacehog,song,Rock,In the Meantime
The Lumineers,song,Alternative,Angela
Jim Jones,song,Hip-Hop/Rap,We Fly High
Craig Morgan,song,Country,Bonfire
Gavin DeGraw,song,Pop,In Love With a Girl
Hozier,song,Alternative,It Will Come Back
Future,song,Hip-Hop/Rap,Trap Niggas
The Blues Brothers,song,Blues,Soul Man
Tim McGraw,song,Country,Down On the Farm
Anna Kendrick,song,Soundtrack,The Sound of Silence
Wiz Khalifa,song,Hip-Hop/Rap,Ass Drop
Fleetwood Mac,song,Rock,Never Going Back Again
Buckcherry,song,Hard Rock,Everything
Pretty Ricky,song,R&B/Soul,Your Body
Finghin Collins,song,Classical,Gymnopédie No. 1
Glee Cast,song,Pop,Safety Dance (Glee Cast Version)
Frank Ocean,song,Pop,Ivy
Waka Flocka Flame,song,Hip-Hop/Rap,Grove St. Party (feat. Kebo Gotti)
Finghin Collins,song,Classical,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight Sonata"": I. Adagio Sostenuto"
Finghin Collins,song,Classical,"Nocturne No. 2 in E-Flat Major, Op. 9"
John Mayer,song,Rock,The Age of Worry
P!nk,song,Pop,I Don't Believe You
Jake Owen,song,Country,Eight Second Ride
Christina Aguilera,song,Musicals,Tough Lover
Randy Travis,song,Country,Deeper Than the Holler
Montgomery Gentry,song,Country,Something to Be Proud Of
O-Zone,song,Dance,Dragostea Din Tei
Eminem,song,Hip-Hop/Rap,Lucky You (feat. Joyner Lucas)
Future,song,Hip-Hop/Rap,Trap Niggas
